fingerprint=9314558356566564598
lower_0,lower_1,upper_0,upper_1
1.6794803620418577,683.7722339831621,317.90724637887979,1000
0,439.38077968625282,316.22776601683796,755.60854570309073
384.17108698418565,0,700.39885300102355,316.22776601683796
473.41449150153198,265.45664684539418,789.64225751836989,581.68441286223219
683.7722339831621,683.7722339831621,1000,1000
265.03428245312602,497.41196655103738,581.26204846996404,813.63973256787528
683.7722339831621,186.2716752855172,1000,502.49944130235519
96.501172114760692,286.5570234772473,412.72893813159862,602.7847894940852
632.0755109810691,537.30652361086891,948.30327699790701,853.53428962770681
399.56664878421816,129.31655994355131,715.79441480105606,445.5443259603893
0,421.15017209052235,316.22776601683796,737.37793810736025
406.43574525659972,0,722.66351127343762,316.22776601683796
0,0,316.22776601683796,316.22776601683796
396.2937330207551,529.21829567847783,712.521499037593,845.44606169531573
230.03916814426029,683.7722339831621,546.26693416109822,1000
21.679996524007066,31.79401089394824,337.90776254084506,348.02177691078623
318.05467560168552,98.975647606943511,634.28244161852353,415.20341362378144
683.7722339831621,683.7722339831621,1000,1000
1.429108867902869,511.95145400713022,317.65687488474083,828.17922002396813
609.65741773386105,680.0690646915624,925.88518375069896,996.29683070840031
14.443664601243881,0,330.67143061808184,316.22776601683796
158.61584304049009,683.7722339831621,474.84360905732808,1000
241.68990041260574,259.76085782445693,557.91766642944367,575.98862384129495
357.82602452102162,336.93061339974679,674.05379053785953,653.15837941658481
0,599.76123800585174,316.22776601683796,915.98900402268964
0,55.956968088687887,316.22776601683796,372.18473410552588
37.094111919165243,437.80377381487233,353.3218779360032,754.03153983171023
683.7722339831621,683.7722339831621,1000,1000
371.39468277029641,382.1683022250304,687.62244878713432,698.39606824186831
374.95113510941394,0,691.17890112625184,316.22776601683796
683.7722339831621,639.44224209925608,1000,955.67000811609398
120.23159679548425,394.99295980118234,436.45936281232218,711.22072581802024
143.33425146628949,0,459.56201748312742,316.22776601683796
0,40.083762414370312,316.22776601683796,356.31152843120827
0,255.42336244812188,316.22776601683796,571.65112846495981
683.7722339831621,250.20307005915046,1000,566.4308360759884
614.91418735245725,535.05664621963706,931.14195336929515,851.28441223647496
0,0,316.22776601683796,316.22776601683796
116.44094570006379,515.43359406851221,432.66871171690173,831.66136008535011
683.7722339831621,172.30244764381175,1000,488.53021366064968
68.5138916344672,645.2713053546679,384.74165765130516,961.49907137150581
442.84056463909769,589.89996184612608,759.0683306559356,906.12772786296398
507.14964017575733,0,823.37740619259523,316.22776601683796
446.8736390460042,327.53060075253859,763.1014050628421,643.75836676937649
0,526.5709145739587,316.22776601683796,842.79868059079661
554.293618005908,579.51879849176828,870.52138402274591,895.74656450860618
406.14957874981758,176.94742113981962,722.37734476665548,493.17518715665756
683.7722339831621,681.64720498875306,1000,997.87497100559096
683.7722339831621,504.00420287021393,1000,820.23196888705183
627.31239113752338,646.87145635452146,943.54015715436128,963.09922237135936
246.94230802731053,643.29139148728632,563.17007404414846,959.51915750412422
467.87710232372092,0,784.10486834055882,316.22776601683796
673.11748355081261,411.9670425657597,989.34524956765051,728.1948085825976
441.62661771648698,295.56736688383285,757.85438373332488,611.79513290067075
582.82684502504139,216.34084745947237,899.0546110418793,532.56861347631036
0,432.11419392688174,316.22776601683796,748.34195994371964
683.7722339831621,0,1000,316.22776601683796
117.89146093549621,487.30334397848617,434.1192269523342,803.53110999532407
286.47892068346118,416.81845226977202,602.70668670029909,733.04621828660993
528.76524655486151,559.36168176754563,844.99301257169941,875.58944778438354
683.7722339831621,617.15244821296255,1000,933.38021422980046
348.73174055823824,683.7722339831621,664.95950657507615,1000
0,669.01324579069558,316.22776601683796,985.24101180753348
329.05642799569932,116.47994812758785,645.28419401253723,432.70771414442584
465.77545436116031,183.11843557851526,782.00322037799822,499.34620159535325
627.91671697902132,0,944.14448299585922,316.22776601683796
341.74158332524246,0,657.96934934208048,316.22776601683796
246.19374221350191,510.56911941140845,562.4215082303399,826.79688542824636
438.21209898058135,329.1195244188383,754.43986499741925,645.34729043567631
147.94791871074167,528.90698906190426,464.17568472757966,845.13475507874216
0,402.35309512559729,316.22776601683796,718.5808611424352
683.7722339831621,0,1000,316.22776601683796
220.2474463255576,261.48121387199058,536.47521234239559,577.70897988882848
683.7722339831621,292.52230655471089,1000,608.7500725715488
235.49168117817189,295.98479923992886,551.71944719500982,612.21256525676688
465.71918371630363,672.50632275527369,781.94694973314154,988.73408877211159
96.865130420929233,0,413.09289643776719,316.22776601683796
294.38099617595219,437.91967184921202,610.60876219279021,754.14743786604993
683.7722339831621,0,1000,316.22776601683796
173.00679050230994,0,489.23455651914787,316.22776601683796
333.36344800769348,170.86975484485183,649.59121402453138,487.09752086168976
26.083866945001319,490.47696293518629,342.31163296183928,806.7047289520242
172.92730285344928,543.68245758933006,489.15506887028721,859.91022360616796
39.98710000560601,683.7722339831621,356.21486602244397,1000
0,175.80772601210649,316.22776601683796,492.03549202894442
683.7722339831621,0,1000,316.22776601683796
330.0736382384714,593.44457462149569,646.30140425530942,909.67234063833359
415.5269166858543,286.14832682118299,731.75468270269221,602.3760928380209
0,492.16066400854538,316.22776601683796,808.38843002538329
573.27813538848045,683.7722339831621,889.50590140531835,1000
430.53205132018957,683.7722339831621,746.75981733702747,1000
384.0082648339926,173.0054369939746,700.2360308508305,489.23320301081253
683.7722339831621,122.0020326607611,1000,438.22979867759909
489.12308060477392,582.06002750615824,805.35084662161182,898.28779352299614
22.619656029709944,522.14467613115141,338.84742204654788,838.37244214798932
655.70067973797836,0,971.92844575481627,316.22776601683796
461.45860828625143,63.803914186676849,777.68637430308934,380.03168020351484
0,538.27250571946945,316.22776601683796,854.50027173630735
528.30118043283426,344.43210660845955,844.52894644967216,660.65987262529757
617.92031122037156,394.25764367784609,934.14807723720946,710.48540969468399
303.19398481994688,664.56185553076887,619.42175083678478,980.78962154760677
47.453904359891197,285.89970978457848,363.68167037672913,602.12747580141649
417.12039514387766,450.71580849603379,733.34816116071556,766.94357451287169
295.69689397934189,683.7722339831621,611.92465999617991,1000
246.571455182736,579.99544578665291,562.79922119957394,896.22321180349081
683.7722339831621,111.00800535135122,1000,427.23577136818915
69.740746031233471,102.14590501574375,385.96851204807143,418.37367103258168
683.7722339831621,652.76902870828678,1000,968.99679472512469
683.7722339831621,683.7722339831621,1000,1000
527.40823940725102,198.40055382983874,843.63600542408892,514.62831984667673
507.08323831970097,683.7722339831621,823.31100433653887,1000
0,0,316.22776601683796,316.22776601683796
683.7722339831621,545.35250308163882,1000,861.58026909847672
437.85153376972539,307.86657349250265,754.0792997865633,624.09433950934056
398.85438383251505,683.7722339831621,715.08214984935296,1000
683.7722339831621,294.93048296130371,1000,611.15824897814173
624.02049462028538,683.7722339831621,940.24826063712328,1000
633.09476023102377,683.7722339831621,949.32252624786167,1000
501.978960447281,395.69087355638237,818.2067264641189,711.91863957322028
0,591.40659296073068,316.22776601683796,907.63435897756858
631.27812412788114,318.22010839803784,947.50589014471905,634.44787441487574
162.61819282218804,318.83012741098685,478.84595883902603,635.05789342782487
123.66643479456044,683.7722339831621,439.89420081139838,1000
443.54791957091641,182.06036348996773,759.77568558775431,498.28812950680572
241.69738106303581,626.97579743359938,557.9251470798738,943.20356345043729
683.7722339831621,298.28266239477671,1000,614.51042841161473
345.62742361362257,683.7722339831621,661.85518963046047,1000
233.21512646838514,135.72609208537224,549.44289248522307,451.95385810221023
44.719381296038989,321.49511306368652,360.94714731287695,637.72287908052454
311.32002199462397,348.36453416401775,627.54778801146199,664.59230018085566
0,683.7722339831621,316.22776601683796,1000
478.88635921824709,538.85416546097485,795.114125235085,855.08193147781276
444.11103608293456,506.22062878092788,760.33880209977247,822.44839479776579
309.4560895940665,160.05733671551329,625.68385561090452,476.28510273235122
507.80501109737213,0,824.03277711421003,316.22776601683796
668.11012854298099,0,984.33789455981889,316.22776601683796
545.53387246452201,432.91613187343603,861.76163848135991,749.14389789027393
0,158.28646711352476,316.22776601683796,474.51423313036275
0,159.1105259543219,316.22776601683796,475.33829197115983
205.45548516229732,138.24625708778305,521.68325117913525,454.47402310462098
450.33758839088478,683.7722339831621,766.56535440772268,1000
683.7722339831621,589.56243351065518,1000,905.79019952749309
291.12916204058251,683.7722339831621,607.35692805742042,1000
355.13885963633709,50.896850782936923,671.36662565317499,367.12461679977491
683.7722339831621,683.7722339831621,1000,1000
0,579.861664922817,316.22776601683796,896.0894309396549
341.58001561323363,0,657.80778163007153,316.22776601683796
683.7722339831621,683.7722339831621,1000,1000
480.41893385425647,683.7722339831621,796.64669987109437,1000
85.443835275295413,273.98066976936093,401.67160129213335,590.20843578619895
537.20512422083311,514.86934075807289,853.43289023767102,831.0971067749108
423.70198682640444,213.85025683780222,739.92975284324234,530.07802285464015
131.77312258050549,0,448.00088859734342,316.22776601683796
468.17763601868353,414.44741403948456,784.40540203552143,730.67518005632246
161.77550977628206,669.97284052274438,478.00327579312,986.20060653958228
609.77449407998824,450.57645603667982,926.00226009682615,766.80422205351772
683.7722339831621,683.7722339831621,1000,1000
78.47877609646568,26.378819027124507,394.70654211330361,342.60658504396247
659.97810985918306,388.15049446108571,976.20587587602097,704.37826047792362
390.7854034993976,522.08982753733301,707.01316951623551,838.31759355417091
181.75996618981529,585.86332169431671,497.98773220665328,902.09108771115461
676.55464659778249,683.7722339831621,992.7824126146204,1000
335.85673999681637,683.7722339831621,652.08450601365428,1000
683.7722339831621,683.7722339831621,1000,1000
256.80879816916126,23.027233282985776,573.03656418599917,339.25499929982374
556.92953042599845,619.2194336501509,873.15729644283635,935.44719966698881
289.96385972350708,351.6152771758143,606.19162574034499,667.84304319265232
613.07235161399194,342.51638691840685,929.30011763082985,658.74415293524476
451.76472209846054,445.49804528858147,767.99248811529844,761.72581130541937
613.44322752009452,268.95015992731783,929.67099353693243,585.17792594415585
629.72965522600509,330.54388037506601,945.957421242843,646.77164639190403
0,0,316.22776601683796,316.22776601683796
493.55484794986035,8.7179469694196143,809.78261396669825,324.9457129862576
0,229.54867141693202,316.22776601683796,545.77643743376996
83.95514591839094,642.56650841778526,400.1829119352289,958.79427443462316
0,99.114616485929474,316.22776601683796,415.34238250276746
100.19049578892643,574.26959569586313,416.41826180576436,890.49736171270104
