fingerprint=11098214365748373517
lower_0,lower_1,upper_0,upper_1
265.42203399926166,-36.531677293071887,271.04703399926166,-33.719177293071887
232.60735959088359,-19.428150683918933,260.73235959088356,-5.3656506839189326
257.83897018039426,-34.742519298153567,267.68272018039426,-29.820644298153567
264.35379641096421,-51.760330172097447,292.47879641096421,-37.697830172097447
265.22494261391432,-41.986147558762028,276.47494261391432,-36.361147558762028
285.87773272415802,-29.979393830646444,314.00273272415802,-15.916893830646444
250.88104266968628,-47.685780510345481,264.94354266968628,-40.654530510345481
271.99210178239554,-24.983308785449921,277.61710178239554,-22.170808785449921
259.93754547376972,-24.187284417973025,266.96879547376972,-20.671659417973025
231.44183241637529,-43.07150348461289,248.31683241637529,-34.63400348461289
269.14528519847192,-33.798441425156973,274.77028519847192,-30.985941425156973
265.19378274272168,-11.178274628869556,282.06878274272168,-2.7407746288695556
239.66310719347976,-29.501508272126959,256.53810719347973,-21.064008272126959
260.25383525433205,-33.012619396718556,268.69133525433205,-28.793869396718556
276.06937190062013,-22.51302166686596,283.10062190062013,-18.99739666686596
257.79056134336923,-24.741711485463671,264.82181134336923,-21.226086485463671
277.28032266412896,-45.119427655736423,308.21782266412896,-29.650677655736423
256.80949447025,-29.664617776689006,263.84074447025,-26.148992776689006
267.53571006092898,-54.528174026075554,301.28571006092898,-37.653174026075554
270.52707993195389,-25.184873047558526,277.55832993195389,-21.669248047558526
276.29975146085008,-42.725997494754324,303.01850146085008,-29.366622494754324
266.83427601207717,-40.4391435302052,275.27177601207717,-36.2203935302052
248.48592898467098,-29.67286467473587,258.32967898467098,-24.75098967473587
277.7050087088233,-12.350414353118243,286.1425087088233,-8.1316643531182429
279.72869767701098,-26.808046153829281,293.79119767701098,-19.776796153829281
225.91401864077392,-46.751433376594498,242.78901864077392,-38.313933376594498
244.07982393205677,-18.685545926444085,263.7673239320568,-8.8417959264440853
256.12740270507823,-21.284295872588849,264.56490270507823,-17.065545872588849
260.57400200132065,-43.534099107160969,274.63650200132065,-36.502849107160969
260.52392843582089,-40.082829262047468,270.36767843582089,-35.160954262047468
281.3658043304867,-11.436251892835777,291.2095543304867,-6.5143768928357773
247.68913110067996,-50.422739944376431,258.93913110067996,-44.797739944376431
271.37093841690682,-20.053478702401875,279.80843841690682,-15.834728702401875
253.01236592307384,-18.328468174564815,269.88736592307384,-9.890968174564815
224.10201626915313,-30.419387807150024,252.22701626915313,-16.356887807150024
216.45581236638725,-38.283735638429278,244.58081236638725,-24.221235638429281
281.20972284028164,-28.289604554172623,298.08472284028164,-19.852104554172623
252.19023794689679,-44.581777819531325,267.65898794689679,-36.847402819531325
267.59627245482335,-30.16209546959572,273.22127245482335,-27.34959546959572
265.86969396282922,-20.081865520982266,277.11969396282922,-14.456865520982266
250.33898131316892,-17.552531726749507,272.83898131316892,-6.3025317267495069
278.05393452956844,-17.45581818591053,286.49143452956844,-13.23706818591053
260.61576423656197,-37.851458751074205,269.05326423656197,-33.632708751074205
