fingerprint=8370077585354516190
lower_0,lower_1,upper_0,upper_1
455.09592777572692,415.96984837182288,555.09592777572698,515.96984837182288
395.19405441912119,542.23944064489478,495.19405441912119,642.23944064489478
439.89123661220634,431.76899001025799,539.89123661220628,531.76899001025799
483.37860114156729,362.61622126612531,583.37860114156729,462.61622126612531
462.36095170531769,393.47973578465542,562.36095170531769,493.47973578465542
543.16731312266131,483.62142316307529,643.16731312266131,583.62142316307529
426.42303519357313,365.72135827585845,526.42303519357313,465.72135827585845
473.34611606220983,480.12745119194483,573.34611606220983,580.12745119194483
441.81436242713818,486.50293378903871,541.81436242713812,586.50293378903871
376.33147893437587,395.26248064103953,476.33147893437587,495.26248064103953
465.43829221797762,431.15449208246122,565.43829221797762,531.15449208246127
470.08689650756037,572.4470853951691,570.08689650756037,672.4470853951691
399.16835331522162,470.65134293262804,499.16835331522162,570.65134293262804
444.64607015092236,439.42642001823026,544.64607015092236,539.42642001823026
486.62499139061151,495.80439351741131,586.62499139061151,595.80439351741131
435.8505176204701,483.42278341409076,535.8505176204701,583.42278341409076
523.19186851146935,403.41637413479765,623.19186851146935,503.41637413479765
433.12533186180565,456.07330401839442,533.12533186180565,556.07330401839442
500.02975016924722,355.05181096624693,600.02975016924722,455.05181096624693
471.22973592209428,480.960774735786,571.22973592209428,580.960774735786
514.60868461347241,410.85383336247594,614.60868461347241,510.85383336247594
462.92507225576992,398.16795260997111,562.92507225576992,498.16795260997111
413.91056662408607,459.93373791813406,513.91056662408607,559.93373791813406
493.12155196895378,554.21644803823199,593.12155196895378,654.21644803823199
506.55541021391946,481.7087713676151,606.55541021391946,581.7087713676151
360.97644066881656,374.81842568558613,460.97644066881656,474.81842568558613
415.34326092237995,534.64627263086618,515.34326092237995,634.64627263086618
433.18375751410616,504.58377293006197,533.18375751410622,604.58377293006197
453.34792222589078,388.78625496021687,553.34792222589078,488.78625496021687
447.34945398839142,402.10060132195849,547.34945398839136,502.10060132195849
505.24355369579644,561.24825337313462,605.24355369579644,661.24825337313462
413.65036416855548,346.60977808679758,513.65036416855548,446.60977808679758
475.5269122691858,511.42164609776739,575.5269122691858,611.42164609776739
436.249627564094,532.72378791908432,536.249627564094,632.72378791908432
371.56810074764769,481.17701218249988,471.56810074764769,581.17701218249988
350.32864546218684,437.48619089761513,450.32864546218684,537.48619089761519
514.57561900078247,477.38414136570771,614.57561900078247,577.38414136570771
432.01281374138011,384.91894266927039,532.01281374138011,484.91894266927039
461.1354790411761,451.35641405780154,561.13547904117604,551.35641405780154
464.15192767452561,515.17019155009848,564.15192767452561,615.17019155009848
436.63605920324704,544.84704596250276,536.63605920324699,644.84704596250276
494.09079035991249,525.85309341160814,594.09079035991249,625.85309341160814
445.65142843489446,412.54397916069888,545.65142843489446,512.54397916069888
468.75596248298268,396.7707819016108,568.75596248298268,496.7707819016108
478.55371035859253,460.54724222111793,578.55371035859253,560.54724222111793
407.84953261215111,496.29750997703013,507.84953261215111,596.29750997703013
449.64374589934658,483.18901906264819,549.64374589934664,583.18901906264819
471.12694898662255,443.99119438276909,571.12694898662255,543.99119438276909
437.13259396690222,476.18760244458042,537.13259396690228,576.18760244458042
366.8704757913913,516.94941603883922,466.8704757913913,616.94941603883922
445.44892807537826,505.50041257591477,545.44892807537826,605.50041257591477
372.70969554821448,445.07315356145853,472.70969554821448,545.07315356145853
484.52566538192195,520.34646827532879,584.52566538192195,620.34646827532879
532.72502247756449,351.7563083054136,632.72502247756449,451.7563083054136
412.12420947681261,447.54534084727703,512.12420947681267,547.54534084727698
