fingerprint=2775029726998031143
lower_0,lower_1,upper_0,upper_1
154.79336337046084,987.14520962982874,164.79336337046084,997.14520962982874
34.569025844865664,592.49466269467177,44.569025844865664,602.49466269467177
537.2849699926046,52.1597914653236,547.2849699926046,62.1597914653236
626.52837450995094,418.57052985381318,636.52837450995094,428.57052985381318
837.26051518578606,901.3013920439264,847.26051518578606,911.3013920439264
418.14816546154503,650.52584955945633,428.14816546154503,660.52584955945633
925.43109893667804,339.38555829393619,935.43109893667804,349.38555829393619
249.61505512317967,439.67090648566625,259.61505512317967,449.67090648566625
785.18939398948805,690.42040661928786,795.18939398948805,700.42040661928786
552.68053179263711,282.43044295197029,562.68053179263711,292.43044295197029
140.81585675499852,574.2640550989413,150.81585675499852,584.2640550989413
559.54962826501867,141.41811972809668,569.54962826501867,151.41811972809668
145.16533284013545,14.933925147571713,155.16533284013545,24.933925147571713
549.40761602917405,682.33217868689678,559.40761602917405,692.33217868689678
383.15305115267927,923.78881076494258,393.15305115267927,933.78881076494258
174.79387953242605,184.90789390236722,184.79387953242605,194.90789390236722
471.16855861010453,252.08953061536249,481.16855861010453,262.08953061536249
975.40739384031565,980.47051545022418,985.40739384031565,990.47051545022418
154.54299187632185,665.06533701554918,164.54299187632185,675.06533701554918
762.77130074228,833.18294769998136,772.77130074228,843.18294769998136
167.55754760966286,125.03008264524286,177.55754760966286,135.03008264524286
311.72972604890907,877.86098732060975,321.72972604890907,887.86098732060975
394.80378342102472,412.87474083287594,404.80378342102472,422.87474083287594
510.93990752944057,490.0444964081658,520.93990752944057,500.0444964081658
110.43832220538489,752.87512101427069,120.43832220538489,762.87512101427069
138.89547930506765,209.07085109710687,148.89547930506765,219.07085109710687
190.20799492758422,590.91765682329128,200.20799492758422,600.91765682329128
837.96541378884478,858.89497414080972,847.96541378884478,868.89497414080972
524.50856577871537,535.28218523344935,534.50856577871537,545.28218523344935
528.06501811783289,111.01140605876031,538.06501811783289,121.01140605876031
945.27512715891385,792.55612510767503,955.27512715891385,802.55612510767503
273.34547980390323,548.10684280960129,283.34547980390323,558.10684280960129
296.44813447470847,0,306.44813447470847,10
64.862477071534869,193.19764542278929,74.862477071534869,203.19764542278929
42.292649924632556,408.53724545654086,52.292649924632556,418.53724545654086
887.33430105238619,403.31695306756944,897.33430105238619,413.31695306756944
768.0280703608762,688.17052922805601,778.0280703608762,698.17052922805601
70.11626407442489,0.63983745284100468,80.11626407442489,10.639837452841004
269.55482870848277,668.54747707693116,279.55482870848277,678.54747707693116
898.40118635481247,325.41633065223073,908.40118635481247,335.41633065223073
221.62777464288618,798.38518836308685,231.62777464288618,808.38518836308685
595.95444764751664,743.01384485454503,605.95444764751664,753.01384485454503
660.26352318417628,149.52805079698388,670.26352318417628,159.52805079698388
599.98752205442315,480.64448376095754,609.98752205442315,490.64448376095754
44.028878679893694,679.68479758237766,54.028878679893694,689.68479758237766
707.40750101432695,732.63268150018723,717.40750101432695,742.63268150018723
559.26346175823653,330.06130414823861,569.26346175823653,340.06130414823861
990,834.76108799717201,1000,844.76108799717201
846.22432167885086,657.11808587863288,856.22432167885086,667.11808587863288
780.42627414594233,799.98533936294041,790.42627414594233,809.98533936294041
400.05619103572951,796.40527449570527,410.05619103572951,806.40527449570527
620.99098533213987,91.622432182727934,630.99098533213987,101.62243218272793
826.23136655923156,565.08092557417865,836.23136655923156,575.08092557417865
594.74050072490593,448.6812498922518,604.74050072490593,458.6812498922518
735.94072803346035,369.45473046789135,745.94072803346035,379.45473046789135
96.634350866157391,585.22807693530069,106.63435086615739,595.22807693530069
964.85989086050063,98.103420112373001,974.85989086050063,108.103420112373
271.00534394391519,640.41722698690512,281.00534394391519,650.41722698690512
439.59280369188014,569.93233527819098,449.59280369188014,579.93233527819098
681.87912956328046,712.47556477596459,691.87912956328046,722.47556477596459
955.35366754486608,770.26633122138151,965.35366754486608,780.26633122138151
501.8456235666572,947.11013407170321,511.8456235666572,957.11013407170321
98.281642474764638,822.12712879911453,108.28164247476464,832.12712879911453
482.17031100411828,269.59383113600683,492.17031100411828,279.59383113600683
618.88933736957927,336.23231858693424,628.88933736957927,346.23231858693424
781.03059998744027,65.230569013887461,791.03059998744027,75.230569013887461
494.85546633366147,51.588126030275461,504.85546633366147,61.588126030275461
399.30762522192089,663.6830024198274,409.30762522192089,673.6830024198274
591.3259819890003,482.2334074272573,601.3259819890003,492.2334074272573
301.06180171916066,682.02087207032321,311.06180171916066,692.02087207032321
31.340300861990563,555.46697813401624,41.340300861990563,565.46697813401624
855.46418934764915,100.08262516722196,865.46418934764915,110.08262516722196
373.36132933397658,414.59509688040953,383.36132933397658,424.59509688040953
961.64160605773316,445.63618956312985,971.64160605773316,455.63618956312985
388.60556418659087,449.09868224834787,398.60556418659087,459.09868224834787
618.83306672472258,825.62020576369264,628.83306672472258,835.62020576369264
249.97901342934821,0,259.97901342934824,10
447.4948791843712,591.03355485763097,457.4948791843712,601.03355485763097
975.21254205576747,120.55330593647712,985.21254205576747,130.5533059364771
326.12067351072892,102.22573888718036,336.12067351072892,112.22573888718036
486.47733101611243,323.98363785327081,496.47733101611243,333.98363785327081
179.1977499534203,643.59084594360525,189.1977499534203,653.59084594360525
326.04118586186826,696.79634059774901,336.04118586186826,706.79634059774901
193.10098301402499,978.35438517864191,203.10098301402499,988.35438517864191
89.37711090418037,328.92160902052547,99.37711090418037,338.92160902052547
944.9239063716476,120.94604820865554,954.9239063716476,130.94604820865555
483.18752124689041,746.55845762991464,493.18752124689041,756.55845762991464
568.64079969427326,439.26220982960194,578.64079969427326,449.26220982960194
4.2504533917045286,645.27454701696433,14.250453391704529,655.27454701696433
726.3920183968994,987.91622006077887,736.3920183968994,997.91622006077887
583.64593432860852,938.14650680522789,593.64593432860852,948.14650680522789
537.12214784241155,326.11932000239358,547.12214784241155,336.11932000239358
905.90242094175278,275.11591566918008,915.90242094175278,285.11591566918008
642.23696361319287,735.17391051457719,652.23696361319287,745.17391051457719
175.73353903812892,675.25855913957037,185.73353903812892,685.25855913957037
808.81456274639731,142.6800931515061,818.81456274639731,152.6800931515061
614.57249129467039,216.91779719509583,624.57249129467039,226.91779719509583
72.130178845325318,691.3863887278884,82.130178845325318,701.3863887278884
681.41506344125321,497.54598961687856,691.41506344125321,507.54598961687856
771.03419422879051,547.37152668626504,781.03419422879051,557.37152668626504
456.30786782836583,817.67573853918782,466.30786782836583,827.67573853918782
200.56778736831018,439.01359279299749,210.56778736831018,449.01359279299749
570.23427815229661,603.82969150445274,580.23427815229661,613.82969150445274
448.8107769877609,903.03416585342211,458.8107769877609,913.03416585342211
399.68533819115498,733.10932879507186,409.68533819115498,743.10932879507186
933.60603858829063,264.1218883597702,943.60603858829063,274.1218883597702
222.85462903965245,255.25978802416273,232.85462903965245,265.25978802416273
837.48510680531524,805.88291171670573,847.48510680531524,815.88291171670573
903.45022981276043,950.65003030956893,913.45022981276043,960.65003030956893
680.52212241566997,351.51443683825772,690.52212241566997,361.51443683825772
660.19712132811992,919.15258712290688,670.19712132811992,929.15258712290688
4.5366371305214521,29.283148631055667,14.536637130521452,39.283148631055667
919.84951418076469,698.46638609005777,929.84951418076469,708.46638609005777
590.96541677814434,460.9804565009216,600.96541677814434,470.9804565009216
551.96826684093401,892.70426875478245,561.96826684093401,902.70426875478245
990,448.04436596972272,1000,458.04436596972272
777.13437762870433,921.75356481089648,787.13437762870433,931.75356481089648
786.20864323944272,912.99222819497459,796.20864323944272,922.99222819497459
655.09284345569995,548.80475656480132,665.09284345569995,558.80475656480132
137.17275911955815,744.52047596914963,147.17275911955815,754.52047596914963
784.39200713630009,471.33399140645679,794.39200713630009,481.33399140645679
315.73207583060702,471.94401041940586,325.73207583060702,481.94401041940586
276.78031780297943,897.13231485666915,286.78031780297943,907.13231485666915
596.66180257933536,335.17424649838671,606.66180257933536,345.17424649838671
394.81126407145479,780.08968044201833,404.81126407145479,790.08968044201833
907.31112779379009,451.39654540319572,917.31112779379009,461.39654540319572
498.74130662204152,862.41600626534421,508.74130662204152,872.41600626534421
386.32900947680412,288.83997509379122,396.32900947680412,298.83997509379122
197.83326430445797,474.60899607210553,207.83326430445797,484.60899607210553
464.43390500304298,501.47841717243671,474.43390500304298,511.47841717243671
36.828584893760819,990,46.828584893760819,1000
632.00024222666605,691.96804846939381,642.00024222666605,701.96804846939381
597.22491909135351,659.33451178934683,607.22491909135351,669.33451178934683
462.56997260248551,313.17121972393227,472.56997260248551,323.17121972393227
660.91889410579108,107.02805064605111,670.91889410579108,117.02805064605111
821.22401155139994,116.77644832240898,831.22401155139994,126.77644832240898
698.64775547294096,586.03001488185498,708.64775547294096,596.03001488185498
47.070811394465011,311.40035012194375,57.070811394465011,321.40035012194375
117.35489519472127,312.22440896274088,127.35489519472127,322.22440896274088
358.5693681707163,291.36014009620203,368.5693681707163,301.36014009620203
603.45147139930373,990,613.45147139930373,1000
893.58668802671502,742.67631651907413,903.58668802671502,752.67631651907413
444.24304504900147,896.84937190421772,454.24304504900147,906.84937190421772
508.25274264475604,204.0107337913559,518.25274264475604,214.0107337913559
880.53779340742096,845.77266975799,890.53779340742096,855.77266975799
20.106387614958944,732.97554793123595,30.106387614958944,742.97554793123595
494.69389862165258,88.676920198061723,504.69389862165258,98.676920198061723
895.75372808813802,839.67068181322361,905.75372808813802,849.67068181322361
633.53281686267542,951.40396016458874,643.53281686267542,961.40396016458874
238.55771828371439,427.09455277777994,248.55771828371439,437.09455277777994
690.31900722925207,667.98322376649185,700.31900722925207,677.98322376649185
576.81586983482339,366.9641398462212,586.81586983482339,376.9641398462212
284.88700558892447,44.913604784616936,294.88700558892447,54.913604784616936
621.29151902710248,567.56129704790351,631.29151902710248,577.56129704790351
314.88939278470104,823.08672353116333,324.88939278470104,833.08672353116333
762.8883770884072,603.69033904509877,772.8883770884072,613.69033904509877
952.4571639135853,974.39293613356438,962.4571639135853,984.39293613356438
231.59265910488466,179.49270203554349,241.59265910488466,189.49270203554349
813.09199286760202,541.26437746950467,823.09199286760202,551.26437746950467
543.89928650781656,675.20371054575196,553.89928650781656,685.20371054575196
334.87384919823427,738.97720470273566,344.87384919823427,748.97720470273566
829.66852960620145,965.01816390996476,839.66852960620145,975.01816390996476
488.97062300523532,942.8468339701343,498.97062300523532,952.8468339701343
961.6661588809186,980.91267649657323,971.6661588809186,990.91267649657323
409.92268117758022,176.14111629140476,419.92268117758022,186.14111629140476
710.0434134344174,772.33331665856986,720.0434134344174,782.33331665856986
443.07774273192604,504.72916018423331,453.07774273192604,514.72916018423325
766.18623462241089,495.6302699268258,776.18623462241089,505.6302699268258
604.87860510687949,598.61192829700042,614.87860510687949,608.61192829700042
766.55711052851348,422.06404293573684,776.55711052851348,432.06404293573684
782.84353823442405,483.65776338348502,792.84353823442405,493.65776338348502
0,71.807038709148088,10,81.807038709148088
646.6687309582793,161.83182997783859,656.6687309582793,171.83182997783859
72.799862764114948,382.662554425351,82.799862764114948,392.662554425351
237.06902892680992,795.68039142620421,247.06902892680992,805.68039142620421
68.421259242052386,252.22849949434845,78.421259242052386,262.22849949434845
253.30437879734541,727.38347870428208,263.30437879734541,737.38347870428208
610.8080158896837,490.43741460345461,620.8080158896837,500.43741460345461
959.91530162809909,849.13404819185246,969.91530162809909,859.13404819185246
607.78697188916294,712.81609705094888,617.78697188916294,722.81609705094888
538.17582203713141,396.76529411939316,548.17582203713141,406.76529411939316
989.54912917987224,147.96042933638873,999.54912917987224,157.96042933638873
504.70791689794612,563.32360998510921,514.70791689794612,573.32360998510921
407.7982959689574,829.93319292469403,417.7982959689574,839.93319292469403
126.84271865072981,711.6508273872513,136.84271865072981,721.6508273872513
880.03443028601782,610.33733635373437,890.03443028601782,620.33733635373437
593.36091079016876,489.22456063634979,603.36091079016876,499.22456063634979
593.55303068236321,276.26507687453233,603.55303068236321,286.26507687453233
425.98526816269492,279.30135620032604,435.98526816269492,289.30135620032604
819.83714829834832,974.754670432995,829.83714829834832,984.754670432995
341.85013380595262,36.911322307230051,351.85013380595262,46.911322307230051
500.10428342814117,392.00619008437599,510.10428342814117,402.00619008437599
676.14013679146171,23.417597588024289,686.14013679146171,33.417597588024293
705.54900956575193,840.75409983079851,715.54900956575193,850.75409983079851
462.51897164463054,134.60483623225846,472.51897164463054,144.60483623225846
366.20345365587201,72.086207273299934,376.20345365587201,82.086207273299934
460.48579570788365,974.01743280313428,470.48579570788365,984.01743280313428
332.45035765623834,214.52281748722223,342.45035765623834,224.52281748722223
83.798166599111866,546.30292663693126,93.798166599111866,556.30292663693126
414.48835375627533,951.15957518191556,424.48835375627533,961.15957518191556
668.07855095839693,139.64511547824344,678.07855095839693,149.64511547824344
137.6748161581969,238.40143908179914,147.6748161581969,248.40143908179914
417.53886345609737,976.79388957608114,427.53886345609737,986.79388957608114
806.67968177363082,119.21592365036901,816.67968177363082,129.21592365036901
359.33845964999938,750.59992700956172,369.33845964999938,760.59992700956172
1.5131357557571317,551.7687640361986,11.513135755757132,561.7687640361986
418.07447240267663,441.51993430756255,428.07447240267663,451.51993430756255
926.85327407342174,227.5431411957789,936.85327407342174,237.5431411957789
987.1792423281413,719.17530650772039,997.1792423281413,729.17530650772039
860.92388859760399,624.39355768595556,870.92388859760399,634.39355768595556
125.20400159491675,165.25029370665325,135.20400159491675,175.25029370665325
20.904260315541656,470.0251168192172,30.904260315541656,480.0251168192172
823.21564323243217,420.02803985123523,833.21564323243217,430.02803985123523
333.47414992875673,253.27001674891119,343.47414992875673,263.27001674891119
664.70557093885816,376.95391474796992,674.70557093885816,386.95391474796992
705.22132712016912,675.83639555894126,715.22132712016912,685.83639555894126
620.36329215781655,129.236286262183,630.36329215781655,139.236286262183
131.48989639856595,93.812088178980275,141.48989639856595,103.81208817898028
528.36470822104673,294.69421504834935,538.36470822104673,304.69421504834935
627.614306296623,232.89001237447249,637.614306296623,242.89001237447249
228.64005075864816,792.54495355486199,238.64005075864816,802.54495355486199
788.43542093397605,778.47025516487906,798.43542093397605,788.47025516487906
247.88248206250285,659.14984487455376,257.88248206250285,669.14984487455376
974.43945125219284,452.75314346983163,984.43945125219284,462.75314346983163
137.01162798342014,174.77787420355048,147.01162798342014,184.77787420355048
89.760506515528263,184.46153952280338,99.760506515528263,194.46153952280338
33.331144076474139,848.86844131129601,43.331144076474139,858.86844131129601
576.85186540659947,675.05881023047596,586.85186540659947,685.05881023047596
186.83787771385468,816.01561417024664,196.83787771385468,826.01561417024664
186.13689948911227,383.65606987935587,196.13689948911227,393.65606987935587
734.48221816259263,442.85751558928115,744.48221816259263,452.85751558928115
416.38612826107396,841.39770695368691,426.38612826107396,851.39770695368691
136.69619472743111,189.20643404802701,146.69619472743111,199.20643404802701
913.13108820956313,404.99510635625165,923.13108820956313,414.99510635625165
367.16440881342453,644.43176262909924,377.16440881342453,654.43176262909924
392.67527294732645,736.34525167817537,402.67527294732645,746.34525167817537
249.48501310012466,388.9582967152561,259.48501310012466,398.9582967152561
734.57233547278042,74.412485679645513,744.57233547278042,84.412485679645513
506.96252179050384,909.19066203565819,516.96252179050384,919.19066203565819
824.23556665420381,20.887077346585116,834.23556665420381,30.887077346585116
393.86370553904737,641.29609302370716,403.86370553904737,651.29609302370716
599.41442022206968,815.4518725831673,609.41442022206968,825.4518725831673
42.239197150781557,221.22038747791052,52.239197150781557,231.22038747791052
448.26958523106458,189.83856126785014,458.26958523106458,199.83856126785014
778.47566828865843,408.13415615457916,788.47566828865843,418.13415615457916
568.56605550603513,888.44762835542372,578.56605550603513,898.44762835542372
833.98275676741355,703.76659004940007,843.98275676741355,713.76659004940007
784.41731019742281,134.23307140431669,794.41731019742281,144.23307140431669
293.16712773237145,353.18247046968855,303.16712773237145,363.18247046968855
682.60618674352429,315.00046987189097,692.60618674352429,325.00046987189097
965.18846933955979,320.21770466870225,975.18846933955979,330.21770466870225
558.00722281269748,228.05911476446482,568.00722281269748,238.05911476446482
464.89361160148951,106.80588873794997,474.89361160148951,116.80588873794997
47.958387667195275,216.12429309870512,57.958387667195275,226.12429309870512
81.463809321076695,847.73429071148803,91.463809321076695,857.73429071148803
638.86529753898401,829.35002204000921,648.86529753898401,839.35002204000921
224.57790189611831,243.15059325822043,234.57790189611831,253.15059325822043
439.05134891405817,432.38338979563338,449.05134891405817,442.38338979563338
312.24724578166871,744.88098416349101,322.24724578166871,754.88098416349101
427.05935060045152,785.54292152417986,437.05935060045152,795.54292152417986
880.3354326064424,362.74450629850605,890.3354326064424,372.74450629850605
832.94476646614032,371.84408037804116,842.94476646614032,381.84408037804116
85.324372524244325,676.95644081674618,95.324372524244325,686.95644081674618
64.196549812099363,270.42587707785765,74.196549812099363,280.42587707785765
6.7415240115085435,725.17402864937731,16.741524011508545,735.17402864937731
843.14291084486388,201.71584008828427,853.14291084486388,211.71584008828427
86.732975996804711,289.54426378858915,96.732975996804711,299.54426378858915
577.56996276195855,825.78878127763335,587.56996276195855,835.78878127763335
176.09334947018144,414.57544363271813,186.09334947018144,424.57544363271813
572.67305788987414,312.85527288422213,582.67305788987414,322.85527288422213
921.4855816789343,423.29368780074151,931.4855816789343,433.29368780074151
783.62330676097679,142.77594177707002,793.62330676097679,152.77594177707002
353.62701385523354,57.703909731856868,363.62701385523354,67.703909731856868
23.309400018546381,540.26078603168787,33.309400018546384,550.26078603168787
410.29389886243354,942.71276252616656,420.29389886243354,952.71276252616656
494.31976798856368,346.43179198213647,504.31976798856368,356.43179198213647
855.00312227339668,116.06808024438129,865.00312227339668,126.06808024438129
352.33789254058252,116.65049729355894,362.33789254058252,126.65049729355894
971.47811559421689,145.98904398512718,981.47811559421689,155.98904398512718
789.03139788512567,86.03395042789974,799.03139788512567,96.03395042789974
849.01371646468135,176.31606271503671,859.01371646468135,186.31606271503671
263.59406418689298,784.08386259993199,273.59406418689298,794.08386259993199
645.59515697503366,657.71579594118623,655.59515697503366,667.71579594118623
261.87633274006447,0,271.87633274006447,10
241.837683855959,475.01241917220477,251.837683855959,485.01241917220477
700.2017590926331,112.45619385080617,710.2017590926331,122.45619385080617
456.97906670068977,454.38749919904495,466.97906670068977,464.38749919904495
88.075463445510636,927.6459366174405,98.075463445510636,937.6459366174405
281.19528171691633,450.64329442951242,291.19528171691633,460.64329442951242
781.88554985538178,885.40718384045681,791.88554985538178,895.40718384045681
631.14484241007756,511.36910190654157,641.14484241007756,521.36910190654157
558.27237300728723,980.89969349920841,568.27237300728723,990.89969349920841
193.98536006767506,538.21114040099576,203.98536006767506,548.21114040099576
690.69730637496298,693.6924281540704,700.69730637496298,703.6924281540704
295.56156977681155,795.29653955672484,305.56156977681155,805.29653955672484
852.36374665304004,837.78395567557061,862.36374665304004,847.78395567557061
541.76207520643504,35.175372826006267,551.76207520643504,45.175372826006267
511.58855465133536,783.50972432563026,521.58855465133536,793.50972432563026
86.9155957589401,557.32737875119358,96.9155957589401,567.32737875119358
690.63917190623738,94.195898848410778,700.63917190623738,104.19589884841078
956.01960207119805,633.05917333245031,966.01960207119805,643.05917333245031
621.65863478635458,958.31012855253948,631.65863478635458,968.31012855253948
851.98060203950286,158.82621169537595,861.98060203950286,168.82621169537595
896.98810491920335,542.73882099982393,906.98810491920335,552.73882099982393
676.14721117073907,222.07184033202032,686.14721117073907,232.07184033202032
938.41551526479986,989.08012093713239,948.41551526479986,999.08012093713239
525.7844589829017,284.95889257060156,535.7844589829017,294.95889257060156
851.04839324386012,576.23822990991289,861.04839324386012,586.23822990991289
318.52015375004663,27.021024182510111,328.52015375004663,37.021024182510111
461.4467661632961,665.69457663039452,471.4467661632961,675.69457663039452
517.16710716620219,428.96835318888498,527.16710716620219,438.96835318888498
504.23374558027189,657.48430054397204,514.23374558027194,667.48430054397204
753.88813746465894,376.52087336336581,763.88813746465894,386.52087336336581
53.3747434286201,414.0627310255569,63.3747434286201,424.0627310255569
423.92605332165192,899.94896003248618,433.92605332165192,909.94896003248618
223.64054122539639,613.47293455522004,233.64054122539639,623.47293455522004
201.88482497794249,808.96575080660398,211.88482497794249,818.96575080660398
540.77864795829919,695.44289893733207,550.77864795829919,705.44289893733207
910.49983819168028,379.20263299588436,920.49983819168028,389.20263299588436
442.80739372037033,846.78314198178873,452.80739372037033,856.78314198178873
34.345346588216806,645.85195581911432,44.345346588216806,655.85195581911432
